Device_ID,timestamp,temp_true,humidity_true,lat_true,lon_true,distance_from_route_true,accel_mag_true,tamper_true,seq,cvss,epss,dvd,temp_reported,humidity_reported,lat_reported,lon_reported,distance_from_route_reported,accel_mag_reported,tamper_reported,timestamp_reported,cyberattack_anomaly,temp_breach_true,temp_breach_true_consec,temperature_anomaly_true,hum_breach_point,hum_breach_sustain,hum_breach_sustain_consec,humidity_anomaly_true,geo_breach_point,geo_breach_consec,geofence_anomaly_true,tamper_anomaly_true,temp_breach_rep,temp_breach_rep_consec,temperature_anomaly_reported,hum_breach_point_rep,hum_breach_sustain_rep,hum_breach_sustain_rep_consec,humidity_anomaly_reported,geo_breach_point_rep,geo_breach_consec_rep,geofence_anomaly_reported,tamper_anomaly_reported,primary_label_reported,temp_roll_mean_3,temp_roll_std_3,hum_roll_mean_3,hum_roll_std_3,temp_roll_mean_5,temp_roll_std_5,hum_roll_mean_5,hum_roll_std_5,delta_temp,delta_hum,delta_dist,gps_same,gps_repeat_count,reported_ts_diff_min,temp_roll_std_3_norm
D001,2025-09-01 00:00:00,4.166435964585924,43.89563281553051,12.976706662176213,77.59372261463069,15.35297492781188,0.49496603856437044,False,0,3.28,0.25,12,4.166435964585924,43.89563281553051,12.976706662176213,77.59372261463069,15.35297492781188,0.49496603856437044,False,2025-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,4.166435964585924,0.0,43.89563281553051,0.0,4.166435964585924,0.0,43.89563281553051,0.0,0.0,0.0,0.0,0,0,5.0,0.0
D003,2025-09-01 00:00:00,4.557188422838083,46.325543739402605,12.96986982083066,77.58704494724037,13.648471658996009,0.49311528766418,False,0,4.11,0.189,8,4.557188422838083,46.325543739402605,12.96986982083066,77.58704494724037,13.648471658996009,0.49311528766418,False,2025-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,4.557188422838083,0.0,46.325543739402605,0.0,4.557188422838083,0.0,46.325543739402605,0.0,0.0,0.0,0.0,0,0,5.0,0.0
D008,2025-09-01 00:00:00,5.102783849268558,47.99925115859095,12.97989809092619,77.5895474302638,29.381874762104168,0.8409476802729048,False,0,3.94,0.62,3,5.102783849268558,47.99925115859095,12.97989809092619,77.5895474302638,29.381874762104168,0.8409476802729048,False,2025-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,5.102783849268558,0.0,47.99925115859095,0.0,5.102783849268558,0.0,47.99925115859095,0.0,0.0,0.0,0.0,0,0,5.0,0.0
D004,2025-09-01 00:00:00,4.20540107645868,44.76089528186479,12.95800150012404,77.57525025773755,1.9309022758516363,0.48436264368961124,False,0,3.7,0.364,16,4.20540107645868,44.76089528186479,12.95800150012404,77.57525025773755,1.9309022758516363,0.48436264368961124,False,2025-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,4.20540107645868,0.0,44.76089528186479,0.0,4.20540107645868,0.0,44.76089528186479,0.0,0.0,0.0,0.0,0,0,5.0,0.0
D007,2025-09-01 00:00:00,4.825354350139034,42.89812727425481,12.964419468503595,77.59813741811492,27.32866612407738,0.4991868713284523,False,0,7.53,0.797,2,4.825354350139034,42.89812727425481,12.964419468503595,77.59813741811492,27.32866612407738,0.4991868713284523,False,2025-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,4.825354350139034,0.0,42.89812727425481,0.0,4.825354350139034,0.0,42.89812727425481,0.0,0.0,0.0,0.0,0,0,5.0,0.0
D006,2025-09-01 00:00:00,4.705385875666228,44.97343985692449,12.975250677825155,77.57169669787031,6.044137357967433,0.7666011789331458,False,0,6.93,0.573,14,4.705385875666228,44.97343985692449,12.975250677825155,77.57169669787031,6.044137357967433,0.7666011789331458,False,2025-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,4.705385875666228,0.0,44.97343985692449,0.0,4.705385875666228,0.0,44.97343985692449,0.0,0.0,0.0,0.0,0,0,5.0,0.0
D005,2025-09-01 00:00:00,4.3433876051032,44.96472184413807,12.967507587823041,77.6027538283864,30.95588113255401,0.6625504259348284,False,0,6.13,0.215,14,4.3433876051032,44.96472184413807,12.967507587823041,77.6027538283864,30.95588113255401,0.6625504259348284,False,2025-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,4.3433876051032,0.0,44.96472184413807,0.0,4.3433876051032,0.0,44.96472184413807,0.0,0.0,0.0,0.0,0,0,5.0,0.0
D002,2025-09-01 00:00:00,4.356736562299491,37.05361381593612,12.965732909359547,77.59849667094016,24.944411702705384,0.6239539963081496,False,0,6.02,0.108,12,4.356736562299491,37.05361381593612,12.965732909359547,77.59849667094016,24.944411702705384,0.6239539963081496,False,2025-09-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,4.356736562299491,0.0,37.05361381593612,0.0,4.356736562299491,0.0,37.05361381593612,0.0,0.0,0.0,0.0,0,0,5.0,0.0
D004,2025-09-01 00:05:00,4.242066082716327,49.155814741514696,12.95960649788207,77.57516276980968,12.362752431158462,0.3406983485795196,False,1,6.99,0.359,15,4.242066082716327,49.155814741514696,12.95960649788207,77.57516276980968,12.362752431158462,0.3406983485795196,False,2025-09-01 00:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,4.2237335795875035,0.025926074557028774,46.95835501168975,3.107677352687163,4.2237335795875035,0.025926074557028774,46.95835501168975,3.107677352687163,0.03666500625764613,4.3949194596499055,10.431850155306826,0,0,5.0,0.025926074557028774
D008,2025-09-01 00:05:00,4.721579448917826,41.47008804513419,12.979797669937408,77.58958551825995,12.918780989895817,0.6961241146577613,False,1,3.4,0.1,9,4.721579448917826,41.47008804513419,12.979797669937408,77.58958551825995,12.918780989895817,0.6961241146577613,False,2025-09-01 00:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,4.912181649093192,0.2695522165061544,44.73466960186257,4.616815512998347,4.912181649093192,0.2695522165061544,44.73466960186257,4.616815512998347,-0.38120440035073244,-6.529163113456761,-16.463093772208353,0,0,5.0,0.2695522165061544
D005,2025-09-01 00:05:00,4.107311496797266,38.62717771224338,12.96729663411664,77.60212545097002,25.11896352419482,0.49730309732161093,False,1,6.29,0.362,1,4.107311496797266,38.62717771224338,12.96729663411664,77.60212545097002,25.11896352419482,0.49730309732161093,False,2025-09-01 00:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,4.225349550950233,0.1669310170592559,41.795949778190725,4.481320431731746,4.225349550950233,0.1669310170592559,41.795949778190725,4.481320431731746,-0.23607610830593462,-6.337544131894688,-5.836917608359187,0,0,5.0,0.1669310170592559
D007,2025-09-01 00:05:00,5.23175704547797,37.558248081388534,12.964169729406208,77.59721824918257,15.321758590962805,0.5980145753404048,False,1,3.23,0.3,10,5.23175704547797,37.558248081388534,12.964169729406208,77.59721824918257,15.321758590962805,0.5980145753404048,False,2025-09-01 00:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,5.0285556978085015,0.2873701017666523,40.22818767782167,3.7758647879926928,5.0285556978085015,0.2873701017666523,40.22818767782167,3.7758647879926928,0.4064026953389357,-5.339879192866277,-12.006907533114575,0,0,5.0,0.2873701017666523
D003,2025-09-01 00:05:00,4.382897273505019,43.121683902927614,12.969871063416216,77.58726125688761,22.985005679847113,0.7191087361472963,False,1,4.39,0.722,17,4.382897273505019,43.121683902927614,12.969871063416216,77.58726125688761,22.985005679847113,0.7191087361472963,False,2025-09-01 00:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,4.470042848171551,0.12324245359420637,44.72361382116511,2.2654710163426888,4.470042848171551,0.12324245359420637,44.72361382116511,2.2654710163426888,-0.17429114933306344,-3.20385983647499,9.336534020851104,0,0,5.0,0.12324245359420637
D001,2025-09-01 00:05:00,4.5241184560112435,41.74309119940443,12.976326034412306,77.5931834208247,21.776631212517945,0.4464046996113845,False,1,4.68,0.787,3,4.5241184560112435,41.74309119940443,12.976326034412306,77.5931834208247,21.776631212517945,0.4464046996113845,False,2025-09-01 00:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,4.345277210298583,0.25291971519854295,42.819362007467475,1.5220767735490035,4.345277210298583,0.25291971519854295,42.819362007467475,1.5220767735490035,0.3576824914253196,-2.1525416161260793,6.423656284706064,0,0,5.0,0.25291971519854295
D002,2025-09-01 00:05:00,4.726072603982722,42.60236237010712,12.965913633699882,77.59848881167069,28.152184939568592,0.6028059883455539,False,1,6.91,0.57,19,4.726072603982722,42.60236237010712,12.965913633699882,77.59848881167069,28.152184939568592,0.6028059883455539,False,2025-09-01 00:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,4.541404583141107,0.26116001961080954,39.82798809302162,3.9235577297533717,4.541404583141107,0.26116001961080954,39.82798809302162,3.9235577297533717,0.36933604168323075,5.548748554171006,3.2077732368632077,0,0,5.0,0.26116001961080954
D006,2025-09-01 00:05:00,4.222610800850072,43.0265244960794,12.975632632686555,77.57215835664266,28.455320100570525,0.4400537335214479,False,1,6.06,0.704,3,4.222610800850072,43.0265244960794,12.975632632686555,77.57215835664266,28.455320100570525,0.4400537335214479,False,2025-09-01 00:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal,4.4639983382581505,0.34137352919034714,43.999982176501945,1.3766770540498143,4.4639983382581505,0.34137352919034714,43.999982176501945,1.3766770540498143,-0.4827750748161561,-1.9469153608450895,22.411182742603092,0,0,5.0,0.34137352919034714
